AREA,AREA_TITLE,GeoFIPS,GeoName,match_rule
21500,"Erie, PA",21500,"Erie, PA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
21660,"Eugene-Springfield, OR",21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
21780,"Evansville, IN",21780,"Evansville, IN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
21820,"Fairbanks-College, AK",21820,"Fairbanks-College, AK (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22020,"Fargo, ND-MN",22020,"Fargo, ND-MN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22140,"Farmington, NM",22140,"Farmington, NM (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22180,"Fayetteville, NC",22180,"Fayetteville, NC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22220,"Fayetteville-Springdale-Rogers, AR",22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22380,"Flagstaff, AZ",22380,"Flagstaff, AZ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22420,"Flint, MI",22420,"Flint, MI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22500,"Florence, SC",22500,"Florence, SC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22520,"Florence-Muscle Shoals, AL",22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22540,"Fond du Lac, WI",22540,"Fond du Lac, WI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22660,"Fort Collins-Loveland, CO",22660,"Fort Collins-Loveland, CO (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
22900,"Fort Smith, AR-OK",22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
23060,"Fort Wayne, IN",23060,"Fort Wayne, IN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
23420,"Fresno, CA",23420,"Fresno, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
23460,"Gadsden, AL",23460,"Gadsden, AL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
23540,"Gainesville, FL",23540,"Gainesville, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
23580,"Gainesville, GA",23580,"Gainesville, GA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
