AREA,AREA_TITLE,GeoFIPS,GeoName,match_rule
31340,"Lynchburg, VA",31340,"Lynchburg, VA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31420,"Macon-Bibb County, GA",31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31540,"Madison, WI",31540,"Madison, WI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31700,"Manchester-Nashua, NH",31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31740,"Manhattan, KS",31740,"Manhattan, KS (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31860,"Mankato, MN",31860,"Mankato, MN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31900,"Mansfield, OH",31900,"Mansfield, OH (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
32580,"McAllen-Edinburg-Mission, TX",32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
32780,"Medford, OR",32780,"Medford, OR (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
32820,"Memphis, TN-MS-AR",32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
32900,"Merced, CA",32900,"Merced, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33140,"Michigan City-La Porte, IN",33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33220,"Midland, MI",33220,"Midland, MI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33260,"Midland, TX",33260,"Midland, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33340,"Milwaukee-Waukesha, WI",33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33500,"Minot, ND",33500,"Minot, ND (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33540,"Missoula, MT",33540,"Missoula, MT (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33660,"Mobile, AL",33660,"Mobile, AL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33700,"Modesto, CA",33700,"Modesto, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33740,"Monroe, LA",33740,"Monroe, LA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33780,"Monroe, MI",33780,"Monroe, MI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
33860,"Montgomery, AL",33860,"Montgomery, AL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
34060,"Morgantown, WV",34060,"Morgantown, WV (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
34100,"Morristown, TN",34100,"Morristown, TN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
34580,"Mount Vernon-Anacortes, WA",34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
34620,"Muncie, IN",34620,"Muncie, IN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
34740,"Muskegon-Norton Shores, MI",34740,"Muskegon-Norton Shores, MI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",34820,"Myrtle Beach-Conway-North Myrtle Beach, SC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
34900,"Napa, CA",34900,"Napa, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
34940,"Naples-Marco Island, FL",34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
35300,"New Haven, CT",35300,"New Haven, CT (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
35380,"New Orleans-Metairie, LA",35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
35620,"New York-Newark-Jersey City, NY-NJ",35620,"New York-Newark-Jersey City, NY-NJ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
35660,"Niles, MI",35660,"Niles, MI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
35840,"North Port-Bradenton-Sarasota, FL",35840,"North Port-Bradenton-Sarasota, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
35980,"Norwich-New London-Willimantic, CT",35980,"Norwich-New London-Willimantic, CT (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
36100,"Ocala, FL",36100,"Ocala, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
36220,"Odessa, TX",36220,"Odessa, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
36260,"Ogden, UT",36260,"Ogden, UT (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
36420,"Oklahoma City, OK",36420,"Oklahoma City, OK (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
36500,"Olympia-Lacey-Tumwater, WA",36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
36540,"Omaha, NE-IA",36540,"Omaha, NE-IA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
36740,"Orlando-Kissimmee-Sanford, FL",36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
36780,"Oshkosh-Neenah, WI",36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
36980,"Owensboro, KY",36980,"Owensboro, KY (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
37100,"Oxnard-Thousand Oaks-Ventura, CA",37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
37140,"Paducah, KY-IL",37140,"Paducah, KY-IL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
37340,"Palm Bay-Melbourne-Titusville, FL",37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
37460,"Panama City-Panama City Beach, FL",37460,"Panama City-Panama City Beach, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
37620,"Parkersburg-Vienna, WV",37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
37860,"Pensacola-Ferry Pass-Brent, FL",37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
37900,"Peoria, IL",37900,"Peoria, IL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
38060,"Phoenix-Mesa-Chandler, AZ",38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
38240,"Pinehurst-Southern Pines, NC",38240,"Pinehurst-Southern Pines, NC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
38300,"Pittsburgh, PA",38300,"Pittsburgh, PA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
38340,"Pittsfield, MA",38340,"Pittsfield, MA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
38540,"Pocatello, ID",38540,"Pocatello, ID (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
38860,"Portland-South Portland, ME",38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
38900,"Portland-Vancouver-Hillsboro, OR-WA",38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
38940,"Port St. Lucie, FL",38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39150,"Prescott Valley-Prescott, AZ",39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39300,"Providence-Warwick, RI-MA",39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39340,"Provo-Orem-Lehi, UT",39340,"Provo-Orem-Lehi, UT (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39380,"Pueblo, CO",39380,"Pueblo, CO (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39460,"Punta Gorda, FL",39460,"Punta Gorda, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39540,"Racine-Mount Pleasant, WI",39540,"Racine-Mount Pleasant, WI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39580,"Raleigh-Cary, NC",39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39660,"Rapid City, SD",39660,"Rapid City, SD (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39740,"Reading, PA",39740,"Reading, PA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39820,"Redding, CA",39820,"Redding, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
39900,"Reno, NV",39900,"Reno, NV (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40060,"Richmond, VA",40060,"Richmond, VA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40140,"Riverside-San Bernardino-Ontario, CA",40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40220,"Roanoke, VA",40220,"Roanoke, VA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40340,"Rochester, MN",40340,"Rochester, MN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40380,"Rochester, NY",40380,"Rochester, NY (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40420,"Rockford, IL",40420,"Rockford, IL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40580,"Rocky Mount, NC",40580,"Rocky Mount, NC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40660,"Rome, GA",40660,"Rome, GA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40900,"Sacramento-Roseville-Folsom, CA",40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
40980,"Saginaw, MI",40980,"Saginaw, MI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41060,"St. Cloud, MN",41060,"St. Cloud, MN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41100,"St. George, UT",41100,"St. George, UT (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41140,"St. Joseph, MO-KS",41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41180,"St. Louis, MO-IL",41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41420,"Salem, OR",41420,"Salem, OR (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41500,"Salinas, CA",41500,"Salinas, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41540,"Salisbury, MD",41540,"Salisbury, MD (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41620,"Salt Lake City-Murray, UT",41620,"Salt Lake City-Murray, UT (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41660,"San Angelo, TX",41660,"San Angelo, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41700,"San Antonio-New Braunfels, TX",41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41740,"San Diego-Chula Vista-Carlsbad, CA",41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41780,"Sandusky, OH",41780,"Sandusky, OH (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41860,"San Francisco-Oakland-Fremont, CA",41860,"San Francisco-Oakland-Fremont, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
41940,"San Jose-Sunnyvale-Santa Clara, CA",41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42020,"San Luis Obispo-Paso Robles, CA",42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42100,"Santa Cruz-Watsonville, CA",42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42140,"Santa Fe, NM",42140,"Santa Fe, NM (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42200,"Santa Maria-Santa Barbara, CA",42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42220,"Santa Rosa-Petaluma, CA",42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42340,"Savannah, GA",42340,"Savannah, GA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42540,"Scranton--Wilkes-Barre, PA",42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42660,"Seattle-Tacoma-Bellevue, WA",42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",42680,"Sebastian-Vero Beach-West Vero Corridor, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
42700,"Sebring, FL",42700,"Sebring, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
43100,"Sheboygan, WI",43100,"Sheboygan, WI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
43300,"Sherman-Denison, TX",43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
43340,"Shreveport-Bossier City, LA",43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
43420,"Sierra Vista-Douglas, AZ",43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
43580,"Sioux City, IA-NE-SD",43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
43620,"Sioux Falls, SD-MN",43620,"Sioux Falls, SD-MN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
43640,"Slidell-Mandeville-Covington, LA",43640,"Slidell-Mandeville-Covington, LA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
43780,"South Bend-Mishawaka, IN-MI",43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
43900,"Spartanburg, SC",43900,"Spartanburg, SC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
44060,"Spokane-Spokane Valley, WA",44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
44100,"Springfield, IL",44100,"Springfield, IL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
44140,"Springfield, MA",44140,"Springfield, MA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
44180,"Springfield, MO",44180,"Springfield, MO (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
44220,"Springfield, OH",44220,"Springfield, OH (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
44300,"State College, PA",44300,"State College, PA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
44420,"Staunton-Stuarts Draft, VA",44420,"Staunton-Stuarts Draft, VA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
44700,"Stockton-Lodi, CA",44700,"Stockton-Lodi, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
44940,"Sumter, SC",44940,"Sumter, SC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
45060,"Syracuse, NY",45060,"Syracuse, NY (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
45220,"Tallahassee, FL",45220,"Tallahassee, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
45300,"Tampa-St. Petersburg-Clearwater, FL",45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
45460,"Terre Haute, IN",45460,"Terre Haute, IN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
45500,"Texarkana, TX-AR",45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
45780,"Toledo, OH",45780,"Toledo, OH (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
45820,"Topeka, KS",45820,"Topeka, KS (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
45900,"Traverse City, MI",45900,"Traverse City, MI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
45940,"Trenton-Princeton, NJ",45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
46060,"Tucson, AZ",46060,"Tucson, AZ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
46140,"Tulsa, OK",46140,"Tulsa, OK (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
46220,"Tuscaloosa, AL",46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
46300,"Twin Falls, ID",46300,"Twin Falls, ID (Metropolitan Statistical Area) *",exact_AREA_eq_GeoFIPS
46340,"Tyler, TX",46340,"Tyler, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
46520,"Urban Honolulu, HI",46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
46540,"Utica-Rome, NY",46540,"Utica-Rome, NY (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
46660,"Valdosta, GA",46660,"Valdosta, GA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
46700,"Vallejo, CA",46700,"Vallejo, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47020,"Victoria, TX",47020,"Victoria, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47220,"Vineland, NJ",47220,"Vineland, NJ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47300,"Visalia, CA",47300,"Visalia, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47380,"Waco, TX",47380,"Waco, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47460,"Walla Walla, WA",47460,"Walla Walla, WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47580,"Warner Robins, GA",47580,"Warner Robins, GA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47930,"Waterbury-Shelton, CT",47930,"Waterbury-Shelton, CT (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
47940,"Waterloo-Cedar Falls, IA",47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48060,"Watertown-Fort Drum, NY",48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48140,"Wausau, WI",48140,"Wausau, WI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48260,"Weirton-Steubenville, WV-OH",48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48300,"Wenatchee-East Wenatchee, WA",48300,"Wenatchee-East Wenatchee, WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48540,"Wheeling, WV-OH",48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48620,"Wichita, KS",48620,"Wichita, KS (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48660,"Wichita Falls, TX",48660,"Wichita Falls, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48680,"Wildwood-The Villages, FL",48680,"Wildwood-The Villages, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48700,"Williamsport, PA",48700,"Williamsport, PA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
48900,"Wilmington, NC",48900,"Wilmington, NC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
49020,"Winchester, VA-WV",49020,"Winchester, VA-WV (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
49180,"Winston-Salem, NC",49180,"Winston-Salem, NC (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
49340,"Worcester, MA",49340,"Worcester, MA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
49420,"Yakima, WA",49420,"Yakima, WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
49620,"York-Hanover, PA",49620,"York-Hanover, PA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
49660,"Youngstown-Warren, OH",49660,"Youngstown-Warren, OH (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
49700,"Yuba City, CA",49700,"Yuba City, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
49740,"Yuma, AZ",49740,"Yuma, AZ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
