AREA,AREA_TITLE,AREA_TYPE,OCC_CODE,OCC_TITLE,O_GROUP,A_MEAN,A_MEDIAN,A_PCT25,A_PCT75,TOT_EMP
10180,"Abilene, TX",4,00-0000,All Occupations,total,53530,42120,29640,61020,74090
10180,"Abilene, TX",4,11-0000,Management Occupations,major,104150,87420,61250,127230,5420
10180,"Abilene, TX",4,11-1011,Chief Executives,detailed,213250,177520,107040,#,50
10180,"Abilene, TX",4,11-1021,General and Operations Managers,detailed,99130,77340,50640,121970,2240
10180,"Abilene, TX",4,11-2021,Marketing Managers,detailed,124300,104030,82560,153630,140
10180,"Abilene, TX",4,11-2022,Sales Managers,detailed,126370,118610,71860,161480,310
10180,"Abilene, TX",4,11-2032,Public Relations Managers,detailed,92520,78830,65920,118580,50
10180,"Abilene, TX",4,11-3012,Administrative Services Managers,detailed,106840,100480,79870,130300,110
10180,"Abilene, TX",4,11-3013,Facilities Managers,detailed,91190,85010,73000,105450,60
10180,"Abilene, TX",4,11-3021,Computer and Information Systems Managers,detailed,139430,129800,97690,168150,140
10180,"Abilene, TX",4,11-3031,Financial Managers,detailed,139360,126760,95730,164430,280
10180,"Abilene, TX",4,11-3051,Industrial Production Managers,detailed,103750,97210,76950,124780,80
10180,"Abilene, TX",4,11-3071,"Transportation, Storage, and Distribution Managers",detailed,86340,83310,63200,102710,110
10180,"Abilene, TX",4,11-3121,Human Resources Managers,detailed,117590,103620,82570,134140,70
10180,"Abilene, TX",4,11-3131,Training and Development Managers,detailed,118180,114770,80560,144680,30
10180,"Abilene, TX",4,11-9021,Construction Managers,detailed,94850,81750,65760,108840,170
10180,"Abilene, TX",4,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,84500,78950,77770,99480,200
10180,"Abilene, TX",4,11-9033,"Education Administrators, Postsecondary",detailed,97750,93860,73260,120130,170
10180,"Abilene, TX",4,11-9039,"Education Administrators, All Other",detailed,74030,77820,55150,77820,30
10180,"Abilene, TX",4,11-9041,Architectural and Engineering Managers,detailed,152820,147230,113170,182420,40
10180,"Abilene, TX",4,11-9051,Food Service Managers,detailed,64040,59530,48190,74720,130
10180,"Abilene, TX",4,11-9111,Medical and Health Services Managers,detailed,112670,101590,78610,127230,460
10180,"Abilene, TX",4,11-9141,"Property, Real Estate, and Community Association Managers",detailed,71650,57130,43460,88870,150
10180,"Abilene, TX",4,11-9151,Social and Community Service Managers,detailed,65360,63130,49990,75630,110
10180,"Abilene, TX",4,11-9199,"Managers, All Other",detailed,128490,119660,82090,155850,130
10180,"Abilene, TX",4,13-0000,Business and Financial Operations Occupations,major,72660,64700,49200,84640,2990
10180,"Abilene, TX",4,13-1020,Buyers and Purchasing Agents,detailed,65070,60900,46970,76920,130
10180,"Abilene, TX",4,13-1041,Compliance Officers,detailed,68450,62120,53520,80620,170
10180,"Abilene, TX",4,13-1051,Cost Estimators,detailed,65790,60780,45410,85690,110
10180,"Abilene, TX",4,13-1071,Human Resources Specialists,detailed,63200,59040,46650,74980,310
10180,"Abilene, TX",4,13-1081,Logisticians,detailed,69830,71700,52400,82410,50
10180,"Abilene, TX",4,13-1082,Project Management Specialists,detailed,87890,78190,60130,100930,300
10180,"Abilene, TX",4,13-1111,Management Analysts,detailed,93720,74730,62460,98550,100
10180,"Abilene, TX",4,13-1121,"Meeting, Convention, and Event Planners",detailed,47430,43760,39730,56330,30
10180,"Abilene, TX",4,13-1131,Fundraisers,detailed,58690,53540,45200,68640,50
10180,"Abilene, TX",4,13-1151,Training and Development Specialists,detailed,57890,54610,46110,69570,200
10180,"Abilene, TX",4,13-1161,Market Research Analysts and Marketing Specialists,detailed,59170,51880,44390,69250,170
10180,"Abilene, TX",4,13-1199,"Business Operations Specialists, All Other",detailed,72980,71360,51280,89460,300
10180,"Abilene, TX",4,13-2011,Accountants and Auditors,detailed,80830,71920,59990,88630,530
10180,"Abilene, TX",4,13-2020,Property Appraisers and Assessors,detailed,69360,64160,48460,89990,40
10180,"Abilene, TX",4,13-2051,Financial and Investment Analysts,detailed,91140,81840,65980,110450,70
10180,"Abilene, TX",4,13-2052,Personal Financial Advisors,detailed,113790,90810,62550,98530,50
10180,"Abilene, TX",4,13-2071,Credit Counselors,detailed,41160,39790,37450,43090,30
10180,"Abilene, TX",4,13-2072,Loan Officers,detailed,70220,59270,46800,76050,110
10180,"Abilene, TX",4,15-0000,Computer and Mathematical Occupations,major,80620,73570,50170,102510,1100
10180,"Abilene, TX",4,15-1211,Computer Systems Analysts,detailed,87040,80740,59560,99840,90
10180,"Abilene, TX",4,15-1231,Computer Network Support Specialists,detailed,58830,58150,48170,63900,40
10180,"Abilene, TX",4,15-1232,Computer User Support Specialists,detailed,47940,45240,38000,56160,260
10180,"Abilene, TX",4,15-1244,Network and Computer Systems Administrators,detailed,76300,73570,56320,93760,100
10180,"Abilene, TX",4,15-1252,Software Developers,detailed,105960,102870,76530,124790,260
10180,"Abilene, TX",4,15-1253,Software Quality Assurance Analysts and Testers,detailed,98590,82590,60750,135600,50
10180,"Abilene, TX",4,15-1299,"Computer Occupations, All Other",detailed,88210,85490,64050,107240,90
10180,"Abilene, TX",4,15-2051,Data Scientists,detailed,93530,95310,65090,112730,50
10180,"Abilene, TX",4,17-0000,Architecture and Engineering Occupations,major,87070,76090,58390,103190,800
10180,"Abilene, TX",4,17-2051,Civil Engineers,detailed,86010,74150,60070,95960,190
10180,"Abilene, TX",4,17-2071,Electrical Engineers,detailed,112950,97290,79710,126700,70
10180,"Abilene, TX",4,17-2141,Mechanical Engineers,detailed,104890,97530,80730,118610,70
10180,"Abilene, TX",4,17-3011,Architectural and Civil Drafters,detailed,64480,61480,47590,72310,60
10180,"Abilene, TX",4,17-3022,Civil Engineering Technologists and Technicians,detailed,57360,51380,44990,61090,30
10180,"Abilene, TX",4,17-3031,Surveying and Mapping Technicians,detailed,50500,44750,35890,60680,50
10180,"Abilene, TX",4,19-0000,"Life, Physical, and Social Science Occupations",major,72740,67780,50060,86940,410
10180,"Abilene, TX",4,19-3033,Clinical and Counseling Psychologists,detailed,75730,77470,67660,88690,30
10180,"Abilene, TX",4,19-3034,School Psychologists,detailed,80030,75250,68140,94400,60
10180,"Abilene, TX",4,19-3099,"Social Scientists and Related Workers, All Other",detailed,69640,77380,35480,86940,40
10180,"Abilene, TX",4,19-5011,Occupational Health and Safety Specialists,detailed,68960,66060,49680,82560,60
10180,"Abilene, TX",4,21-0000,Community and Social Service Occupations,major,53100,49490,42620,60320,1530
10180,"Abilene, TX",4,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,54980,53580,43260,67060,330
10180,"Abilene, TX",4,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,62900,49920,40050,71860,140
10180,"Abilene, TX",4,21-1021,"Child, Family, and School Social Workers",detailed,51370,49490,44020,58410,330
10180,"Abilene, TX",4,21-1022,Healthcare Social Workers,detailed,64130,59950,50380,76700,80
10180,"Abilene, TX",4,21-1023,Mental Health and Substance Abuse Social Workers,detailed,56300,48310,42670,77470,70
10180,"Abilene, TX",4,21-1091,Health Education Specialists,detailed,55430,48500,48500,56870,30
10180,"Abilene, TX",4,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,53240,51900,48520,58720,80
10180,"Abilene, TX",4,21-1093,Social and Human Service Assistants,detailed,42600,42620,35830,48920,280
10180,"Abilene, TX",4,21-1094,Community Health Workers,detailed,45210,45240,40040,45240,40
10180,"Abilene, TX",4,21-1099,"Community and Social Service Specialists, All Other",detailed,46830,46190,36050,57680,40
10180,"Abilene, TX",4,21-2011,Clergy,detailed,50730,47230,42660,55540,40
10180,"Abilene, TX",4,23-0000,Legal Occupations,major,86790,60320,44870,102590,330
10180,"Abilene, TX",4,23-1011,Lawyers,detailed,122770,96870,77440,136180,160
10180,"Abilene, TX",4,23-2011,Paralegals and Legal Assistants,detailed,49770,47410,39000,59740,90
10180,"Abilene, TX",4,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,54420,49040,45260,65610,40
10180,"Abilene, TX",4,25-0000,Educational Instruction and Library Occupations,major,52640,51060,29590,59910,5240
10180,"Abilene, TX",4,25-1011,"Business Teachers, Postsecondary",detailed,101230,81110,52880,132090,90
10180,"Abilene, TX",4,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,86930,78940,59960,98220,30
10180,"Abilene, TX",4,25-1042,"Biological Science Teachers, Postsecondary",detailed,84130,77120,62490,101130,40
10180,"Abilene, TX",4,25-1066,"Psychology Teachers, Postsecondary",detailed,77540,74870,58090,84780,30
10180,"Abilene, TX",4,25-1071,"Health Specialties Teachers, Postsecondary",detailed,95030,86900,84790,106290,100
10180,"Abilene, TX",4,25-1081,"Education Teachers, Postsecondary",detailed,71280,64540,52670,81630,60
10180,"Abilene, TX",4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,110900,74800,56440,124810,80
10180,"Abilene, TX",4,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,84560,72740,50380,95400,50
10180,"Abilene, TX",4,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,74760,63290,62070,75250,40
10180,"Abilene, TX",4,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,64130,61720,59350,76400,120
10180,"Abilene, TX",4,25-1199,"Postsecondary Teachers, All Other",detailed,67020,63150,50280,77220,30
10180,"Abilene, TX",4,25-2011,"Preschool Teachers, Except Special Education",detailed,34680,31300,27040,35470,190
10180,"Abilene, TX",4,25-2012,"Kindergarten Teachers, Except Special Education",detailed,52080,51640,51410,57560,80
10180,"Abilene, TX",4,25-2021,"Elementary School Teachers, Except Special Education",detailed,52620,51500,50370,57780,670
10180,"Abilene, TX",4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,54270,57300,51100,59630,420
10180,"Abilene, TX",4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,54840,57770,50100,59870,590
10180,"Abilene, TX",4,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,59620,59030,50790,61510,160
10180,"Abilene, TX",4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,54720,58660,47280,59720,180
10180,"Abilene, TX",4,25-2057,"Special Education Teachers, Middle School",detailed,55950,57060,51430,57670,30
10180,"Abilene, TX",4,25-2058,"Special Education Teachers, Secondary School",detailed,54000,57790,51360,57790,50
10180,"Abilene, TX",4,25-3021,Self-Enrichment Teachers,detailed,42640,34270,29320,49130,70
10180,"Abilene, TX",4,25-3031,"Substitute Teachers, Short-Term",detailed,28360,28380,28380,28380,490
10180,"Abilene, TX",4,25-3099,"Teachers and Instructors, All Other",detailed,53940,48630,34180,66820,30
10180,"Abilene, TX",4,25-4022,Librarians and Media Collections Specialists,detailed,54360,52310,46230,60400,50
10180,"Abilene, TX",4,25-4031,Library Technicians,detailed,34260,34910,29360,37950,40
10180,"Abilene, TX",4,25-9031,Instructional Coordinators,detailed,65660,66190,49590,85270,230
10180,"Abilene, TX",4,25-9044,"Teaching Assistants, Postsecondary",detailed,45710,47470,32920,57370,40
10180,"Abilene, TX",4,25-9045,"Teaching Assistants, Except Postsecondary",detailed,26840,27860,22410,28610,740
10180,"Abilene, TX",4,25-9099,"Educational Instruction and Library Workers, All Other",detailed,46660,47600,43460,48800,80
10180,"Abilene, TX",4,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,48200,40290,30990,57950,710
10180,"Abilene, TX",4,27-1024,Graphic Designers,detailed,47150,47040,34620,58260,60
10180,"Abilene, TX",4,27-1026,Merchandise Displayers and Window Trimmers,detailed,35670,33920,30700,38170,130
10180,"Abilene, TX",4,27-2012,Producers and Directors,detailed,50730,41600,38150,58200,40
10180,"Abilene, TX",4,27-2022,Coaches and Scouts,detailed,47720,40550,28010,48910,140
10180,"Abilene, TX",4,27-3031,Public Relations Specialists,detailed,59110,50250,39450,73010,140
10180,"Abilene, TX",4,29-0000,Healthcare Practitioners and Technical Occupations,major,97190,77860,56280,99090,5890
10180,"Abilene, TX",4,29-1021,"Dentists, General",detailed,214960,188950,104310,#,60
10180,"Abilene, TX",4,29-1031,Dietitians and Nutritionists,detailed,68540,63620,57510,80090,30
10180,"Abilene, TX",4,29-1051,Pharmacists,detailed,125740,130520,126090,151190,180
10180,"Abilene, TX",4,29-1071,Physician Assistants,detailed,126120,124510,108110,134840,80
10180,"Abilene, TX",4,29-1122,Occupational Therapists,detailed,106000,102750,89020,126540,90
10180,"Abilene, TX",4,29-1123,Physical Therapists,detailed,100060,103450,77630,125740,170
10180,"Abilene, TX",4,29-1126,Respiratory Therapists,detailed,72230,67570,59970,80390,90
10180,"Abilene, TX",4,29-1127,Speech-Language Pathologists,detailed,82430,79230,63440,96170,180
10180,"Abilene, TX",4,29-1131,Veterinarians,detailed,116550,99890,97620,128310,40
10180,"Abilene, TX",4,29-1141,Registered Nurses,detailed,81010,77860,71860,94900,1910
10180,"Abilene, TX",4,29-1171,Nurse Practitioners,detailed,121880,125420,98780,134090,140
10180,"Abilene, TX",4,29-1292,Dental Hygienists,detailed,81640,82060,78760,87790,80
10180,"Abilene, TX",4,29-2010,Clinical Laboratory Technologists and Technicians,detailed,50450,47850,36680,61370,150
10180,"Abilene, TX",4,29-2032,Diagnostic Medical Sonographers,detailed,81070,81600,72840,90770,60
10180,"Abilene, TX",4,29-2034,Radiologic Technologists and Technicians,detailed,64340,61190,47800,75880,170
10180,"Abilene, TX",4,29-2042,Emergency Medical Technicians,detailed,38920,36830,36620,39500,100
10180,"Abilene, TX",4,29-2043,Paramedics,detailed,58180,62930,46830,65840,70
10180,"Abilene, TX",4,29-2052,Pharmacy Technicians,detailed,41200,40030,36670,46000,250
10180,"Abilene, TX",4,29-2053,Psychiatric Technicians,detailed,31360,30880,27290,30880,90
10180,"Abilene, TX",4,29-2055,Surgical Technologists,detailed,54070,52900,45720,61240,**
10180,"Abilene, TX",4,29-2056,Veterinary Technologists and Technicians,detailed,35990,36030,28720,38110,100
10180,"Abilene, TX",4,29-2057,Ophthalmic Medical Technicians,detailed,36960,36360,30220,45160,50
10180,"Abilene, TX",4,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,55530,56430,49730,61070,580
10180,"Abilene, TX",4,29-2072,Medical Records Specialists,detailed,45720,42990,35740,58420,100
10180,"Abilene, TX",4,29-2081,"Opticians, Dispensing",detailed,35240,35320,29000,37570,40
10180,"Abilene, TX",4,29-2099,"Health Technologists and Technicians, All Other",detailed,52760,53070,37990,59990,**
10180,"Abilene, TX",4,31-0000,Healthcare Support Occupations,major,31730,29100,22680,36790,3720
10180,"Abilene, TX",4,31-1120,Home Health and Personal Care Aides,detailed,24220,22680,22050,26060,1780
10180,"Abilene, TX",4,31-1131,Nursing Assistants,detailed,34160,35010,29490,36790,840
10180,"Abilene, TX",4,31-2011,Occupational Therapy Assistants,detailed,70550,69920,62800,74380,40
10180,"Abilene, TX",4,31-2021,Physical Therapist Assistants,detailed,71720,73380,63130,77040,60
10180,"Abilene, TX",4,31-2022,Physical Therapist Aides,detailed,44830,46790,46790,46790,90
10180,"Abilene, TX",4,31-9011,Massage Therapists,detailed,64560,58090,54080,78540,50
10180,"Abilene, TX",4,31-9091,Dental Assistants,detailed,38140,36750,29800,45420,180
10180,"Abilene, TX",4,31-9092,Medical Assistants,detailed,37240,36870,34480,41400,360
10180,"Abilene, TX",4,31-9097,Phlebotomists,detailed,34470,34760,31000,36930,70
10180,"Abilene, TX",4,31-9099,"Healthcare Support Workers, All Other",detailed,39180,36570,29310,44120,70
10180,"Abilene, TX",4,33-0000,Protective Service Occupations,major,59520,53520,46540,76440,1840
10180,"Abilene, TX",4,33-1011,First-Line Supervisors of Correctional Officers,detailed,60750,56890,56890,62420,110
10180,"Abilene, TX",4,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,99330,101610,101610,101610,60
10180,"Abilene, TX",4,33-2011,Firefighters,detailed,68840,79310,62140,79310,210
10180,"Abilene, TX",4,33-3012,Correctional Officers and Jailers,detailed,49560,49670,45970,53080,670
10180,"Abilene, TX",4,33-3021,Detectives and Criminal Investigators,detailed,64770,56510,46850,70270,50
10180,"Abilene, TX",4,33-3051,Police and Sheriff's Patrol Officers,detailed,74240,76970,53520,95110,400
10180,"Abilene, TX",4,33-9032,Security Guards,detailed,41250,41980,30060,46390,180
10180,"Abilene, TX",4,35-0000,Food Preparation and Serving Related Occupations,major,29020,27050,22380,32740,7720
10180,"Abilene, TX",4,35-1011,Chefs and Head Cooks,detailed,48310,47180,31730,57030,70
10180,"Abilene, TX",4,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,38460,35080,28030,46600,770
10180,"Abilene, TX",4,35-2011,"Cooks, Fast Food",detailed,25600,26090,20530,27690,270
10180,"Abilene, TX",4,35-2012,"Cooks, Institution and Cafeteria",detailed,30250,31030,27060,34620,290
10180,"Abilene, TX",4,35-2014,"Cooks, Restaurant",detailed,30460,29480,27520,35100,760
10180,"Abilene, TX",4,35-2015,"Cooks, Short Order",detailed,25670,26900,22020,28420,30
10180,"Abilene, TX",4,35-2021,Food Preparation Workers,detailed,27260,26560,22430,31680,770
10180,"Abilene, TX",4,35-3011,Bartenders,detailed,33540,27280,18070,43450,330
10180,"Abilene, TX",4,35-3023,Fast Food and Counter Workers,detailed,25580,23650,22310,27970,2500
10180,"Abilene, TX",4,35-3031,Waiters and Waitresses,detailed,30680,27840,17660,37280,1110
10180,"Abilene, TX",4,35-3041,"Food Servers, Nonrestaurant",detailed,27770,27980,26090,28880,120
10180,"Abilene, TX",4,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,25440,23800,17450,28150,280
10180,"Abilene, TX",4,35-9021,Dishwashers,detailed,25940,26680,22610,29190,200
10180,"Abilene, TX",4,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,25910,23920,21860,29040,190
10180,"Abilene, TX",4,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,31870,29610,26850,35420,2010
10180,"Abilene, TX",4,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,40410,37390,33740,47570,70
10180,"Abilene, TX",4,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,55440,57180,44120,62660,50
10180,"Abilene, TX",4,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,30430,29060,25900,33760,990
10180,"Abilene, TX",4,37-2012,Maids and Housekeeping Cleaners,detailed,26710,27450,23140,28940,420
10180,"Abilene, TX",4,37-3011,Landscaping and Groundskeeping Workers,detailed,33870,34940,28630,36120,400
10180,"Abilene, TX",4,39-0000,Personal Care and Service Occupations,major,31610,27590,22580,35600,1160
10180,"Abilene, TX",4,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,42050,39620,33250,46730,40
10180,"Abilene, TX",4,39-1022,First-Line Supervisors of Personal Service Workers,detailed,39650,36030,29920,45200,60
10180,"Abilene, TX",4,39-2021,Animal Caretakers,detailed,30370,27080,26110,36950,120
10180,"Abilene, TX",4,39-3091,Amusement and Recreation Attendants,detailed,23800,22580,18110,25880,150
10180,"Abilene, TX",4,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,33240,24580,22410,29450,110
10180,"Abilene, TX",4,39-5094,Skincare Specialists,detailed,45520,37730,29870,64080,30
10180,"Abilene, TX",4,39-9011,Childcare Workers,detailed,26800,26350,21720,31430,230
10180,"Abilene, TX",4,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,39130,37700,22690,50070,100
10180,"Abilene, TX",4,39-9032,Recreation Workers,detailed,31630,30640,23350,35540,70
10180,"Abilene, TX",4,39-9041,Residential Advisors,detailed,36240,34880,32620,40390,70
10180,"Abilene, TX",4,41-0000,Sales and Related Occupations,major,41400,30880,26150,45220,6900
10180,"Abilene, TX",4,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,44330,38800,29780,55450,710
10180,"Abilene, TX",4,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,69660,60090,47090,92310,80
10180,"Abilene, TX",4,41-2011,Cashiers,detailed,26090,26170,22250,28340,1840
10180,"Abilene, TX",4,41-2021,Counter and Rental Clerks,detailed,36090,32550,28390,39630,220
10180,"Abilene, TX",4,41-2022,Parts Salespersons,detailed,37990,34650,26830,45500,200
10180,"Abilene, TX",4,41-2031,Retail Salespersons,detailed,32110,28290,24230,34610,2110
10180,"Abilene, TX",4,41-3021,Insurance Sales Agents,detailed,66630,49910,37400,91410,310
10180,"Abilene, TX",4,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,92570,57340,47520,112920,180
10180,"Abilene, TX",4,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,62930,55770,38350,76820,430
10180,"Abilene, TX",4,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,98020,91830,63960,122410,90
10180,"Abilene, TX",4,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,70250,59660,42260,80720,410
10180,"Abilene, TX",4,41-9022,Real Estate Sales Agents,detailed,55210,47890,35980,67950,60
10180,"Abilene, TX",4,41-9099,"Sales and Related Workers, All Other",detailed,35360,30380,22220,46900,70
10180,"Abilene, TX",4,43-0000,Office and Administrative Support Occupations,major,42000,38830,32300,46980,10460
10180,"Abilene, TX",4,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,61440,58360,45470,72350,960
10180,"Abilene, TX",4,43-3011,Bill and Account Collectors,detailed,41510,40030,36880,45080,70
10180,"Abilene, TX",4,43-3021,Billing and Posting Clerks,detailed,39540,38890,33530,44400,100
10180,"Abilene, TX",4,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,44630,44200,36120,50760,680
10180,"Abilene, TX",4,43-3051,Payroll and Timekeeping Clerks,detailed,44560,42940,33970,51970,70
10180,"Abilene, TX",4,43-3071,Tellers,detailed,35020,35080,32710,37370,230
10180,"Abilene, TX",4,43-4031,"Court, Municipal, and License Clerks",detailed,45040,40620,39300,50770,100
10180,"Abilene, TX",4,43-4051,Customer Service Representatives,detailed,37590,36770,28970,44920,2350
10180,"Abilene, TX",4,43-4061,"Eligibility Interviewers, Government Programs",detailed,42170,42520,36890,45240,80
10180,"Abilene, TX",4,43-4071,File Clerks,detailed,36620,37490,31970,38340,80
10180,"Abilene, TX",4,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,26780,27110,23380,28710,170
10180,"Abilene, TX",4,43-4131,Loan Interviewers and Clerks,detailed,42260,41760,35970,46370,60
10180,"Abilene, TX",4,43-4151,Order Clerks,detailed,36270,28960,28000,37650,30
10180,"Abilene, TX",4,43-4171,Receptionists and Information Clerks,detailed,31320,30630,27470,35010,500
10180,"Abilene, TX",4,43-4199,"Information and Record Clerks, All Other",detailed,43110,42430,36190,49980,140
10180,"Abilene, TX",4,43-5021,Couriers and Messengers,detailed,34130,36850,28450,37690,40
10180,"Abilene, TX",4,43-5031,Public Safety Telecommunicators,detailed,46350,48500,36220,55710,50
10180,"Abilene, TX",4,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,44260,41530,34100,50410,110
10180,"Abilene, TX",4,43-5051,Postal Service Clerks,detailed,60040,59550,53350,69760,50
10180,"Abilene, TX",4,43-5052,Postal Service Mail Carriers,detailed,58430,58390,42390,75300,190
10180,"Abilene, TX",4,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,57570,56450,53350,64630,90
10180,"Abilene, TX",4,43-5061,"Production, Planning, and Expediting Clerks",detailed,55270,51050,41620,68110,90
10180,"Abilene, TX",4,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,38440,36120,32870,44170,310
10180,"Abilene, TX",4,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,62680,59730,47160,74220,170
10180,"Abilene, TX",4,43-6012,Legal Secretaries and Administrative Assistants,detailed,38750,36290,31870,46380,40
10180,"Abilene, TX",4,43-6013,Medical Secretaries and Administrative Assistants,detailed,41120,39560,36560,46790,890
10180,"Abilene, TX",4,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,40860,38240,32930,47820,920
10180,"Abilene, TX",4,43-9021,Data Entry Keyers,detailed,36850,36080,29990,40940,70
10180,"Abilene, TX",4,43-9041,Insurance Claims and Policy Processing Clerks,detailed,39110,37010,31010,44530,290
10180,"Abilene, TX",4,43-9061,"Office Clerks, General",detailed,37260,35660,28600,44230,1020
10180,"Abilene, TX",4,43-9199,"Office and Administrative Support Workers, All Other",detailed,40450,41880,22380,55030,80
10180,"Abilene, TX",4,45-0000,"Farming, Fishing, and Forestry Occupations",major,34000,35480,28670,36190,140
10180,"Abilene, TX",4,47-0000,Construction and Extraction Occupations,major,48220,45650,36980,56350,3350
10180,"Abilene, TX",4,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,67500,64160,54070,76580,400
10180,"Abilene, TX",4,47-2031,Carpenters,detailed,38260,36470,28610,43470,130
10180,"Abilene, TX",4,47-2051,Cement Masons and Concrete Finishers,detailed,45590,45980,36040,51390,70
10180,"Abilene, TX",4,47-2061,Construction Laborers,detailed,37910,36940,33610,41600,500
10180,"Abilene, TX",4,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,48890,48260,41450,55030,200
10180,"Abilene, TX",4,47-2111,Electricians,detailed,51200,47500,40200,60140,460
10180,"Abilene, TX",4,47-2141,"Painters, Construction and Maintenance",detailed,39580,37380,37380,42530,110
10180,"Abilene, TX",4,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,52900,48210,39100,62170,360
10180,"Abilene, TX",4,47-2211,Sheet Metal Workers,detailed,53250,51000,44800,61620,60
10180,"Abilene, TX",4,47-3013,Helpers--Electricians,detailed,40180,40360,31660,46880,60
10180,"Abilene, TX",4,47-3019,"Helpers, Construction Trades, All Other",detailed,*,*,*,*,60
10180,"Abilene, TX",4,47-4011,Construction and Building Inspectors,detailed,59560,57160,49960,69570,70
10180,"Abilene, TX",4,47-4051,Highway Maintenance Workers,detailed,45050,43050,35060,51970,100
10180,"Abilene, TX",4,47-5011,"Derrick Operators, Oil and Gas",detailed,47550,45900,45760,52170,40
10180,"Abilene, TX",4,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,53040,53210,51540,55120,50
10180,"Abilene, TX",4,47-5013,"Service Unit Operators, Oil and Gas",detailed,55100,48070,44550,63040,70
10180,"Abilene, TX",4,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,42590,39640,36930,47090,30
10180,"Abilene, TX",4,47-5071,"Roustabouts, Oil and Gas",detailed,40450,39180,35850,45650,200
10180,"Abilene, TX",4,49-0000,"Installation, Maintenance, and Repair Occupations",major,52340,47600,36900,61770,3910
10180,"Abilene, TX",4,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,69380,63080,49810,82270,430
10180,"Abilene, TX",4,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,55580,54240,39480,63110,100
10180,"Abilene, TX",4,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,70200,69280,51180,84350,50
10180,"Abilene, TX",4,49-3011,Aircraft Mechanics and Service Technicians,detailed,66550,70840,55660,79260,80
10180,"Abilene, TX",4,49-3021,Automotive Body and Related Repairers,detailed,50020,46980,38760,55650,80
10180,"Abilene, TX",4,49-3023,Automotive Service Technicians and Mechanics,detailed,51510,47390,35550,59390,630
10180,"Abilene, TX",4,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,59540,58510,47220,68620,200
10180,"Abilene, TX",4,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,45450,47100,31200,53880,30
